ngram,matched_token,matched_category,line,name,game_id,skipped_token,skip_tag
"['NEXT', ':', 'PRINT', '_', ';', 'w', '=', 'INT']","""{rvs_on} {left}""",skipgram,980,skipping-ball,15,"""{rvs_on} {left}""",SL
"['IF', 'a$', '<>', '_', 'THEN', '1010', 'IF', 'f$']","""""",skipgram,990,skipping-ball,15,"""""",SL
"['NEXT', ':', 'PRINT', '_', ';', ':', 'GOTO', '970']","""{rvs_off} {left}""",skipgram,1000,skipping-ball,15,"""{rvs_off} {left}""",SL
"['IF', 'a$', '<', '_', 'OR', 'a$', '>', '""9""']","""1""",skipgram,1010,skipping-ball,15,"""1""",SL
"['OR', 'a$', '>', '_', 'THEN', '970', 'POKE', 'b1']","""9""",skipgram,1010,skipping-ball,15,"""9""",SL
"['THEN', 'NEXT', 'PRINT', '_', 'a$', ':', 'x', '=']","""{rvs_off}""",skipgram,1020,skipping-ball,15,"""{rvs_off}""",SL
"['THEN', '1150', 'PRINT', '_', ':', 'FOR', 'k', '=']","""{down}""",skipgram,1030,skipping-ball,15,"""{down}""",SL
"['py', ':', 'PRINT', '_', 'k', '"" ""', ';', 'POKE']","""name von spieler""",skipgram,1030,skipping-ball,15,"""name von spieler""",SL
"['PRINT', '""name von spieler""', 'k', '_', ';', 'POKE', 'b1', '+']",""" """,skipgram,1030,skipping-ball,15,""" """,SL
"['PRINT', ':', 'PRINT', '_', 'k', '""(1-9)? ""', ';', ':']","""schwierigkeitsgrad    spieler""",skipgram,1050,skipping-ball,15,"""schwierigkeitsgrad    spieler""",SL
"['PRINT', '""schwierigkeitsgrad    spieler""', 'k', '_', ';', ':', 'GOSUB', '970']","""(1-9)? """,skipgram,1050,skipping-ball,15,"""(1-9)? """,SL
"['k', ')', '+', '_', ':', 'pn$', '(', 'k']","""          """,skipgram,1080,skipping-ball,15,"""          """,SL
"['8', ')', '+', '_', ':', 'RETURN', 'IF', '(']","""  {left}{left}{left}{left}{SHIFT--}""",skipgram,1080,skipping-ball,15,"""  {left}{left}{left}{left}{SHIFT--}""",SL
"[',', '25', 'PRINT', '_', 'DIM', 'pp', '(', '60']","""{clr}{down}{down}poke44,32:poke8182,0:new""",skipgram,10,car-crash-8k,14,"""{clr}{down}{down}poke44,32:poke8182,0:new""",SL
"[')', '""{rvs_on}{red}skipping ball{blue}""', 'PRINT', '_', 'CHR$', '(', '34', ')']","""{down}{down}load""",skipgram,20,car-crash-8k,14,"""{down}{down}load""",SL
"['(', '34', ')', '_', 'CHR$', '(', '34', ')']","""car-crash2""",skipgram,20,car-crash-8k,14,"""car-crash2""",SL
"['(', '34', ')', '_', 'PEEK', '(', '186', ')']",""",""",skipgram,20,car-crash-8k,14,""",""",SL
"['(', '186', ')', '_', ';', 'PRINT', '""{clr}""', ':']","""{home}""",skipgram,20,car-crash-8k,14,"""{home}""",SL
"['0', ')', '=', '_', ':', 'st$', '(', '1']","""{SHIFT-@}    L""",skipgram,12,slalom2,2,"""{SHIFT-@}    L""",SL
"['1', ')', '=', '_', ':', 'st$', '(', '2']","""{SHIFT-@}   L""",skipgram,12,slalom2,2,"""{SHIFT-@}   L""",SL
"['2', ')', '=', '_', ':', 's1', '=', '66']","""{SHIFT-@}  L""",skipgram,12,slalom2,2,"""{SHIFT-@}  L""",SL
"['""{home}""', ';', 'PRINT', '_', ':', 'm', '=', '11']","""{clr}""",skipgram,20,slalom2,2,"""{clr}""",SL
"[')', ';', 'PRINT', '_', ';', 'pz', 'POKE', '4580']","""{clr}punktzahl:""",skipgram,250,slalom2,2,"""{clr}punktzahl:""",SL
"['pl', ')', 'PRINT', '_', ';', 'hs', 'FOR', 'i']","""highscore:""",skipgram,270,slalom2,2,"""highscore:""",SL
"[',', '192', 'PRINT', '_', 'PRINT', '""{clr}{down} {rvs_on}  {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}  {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}   ""', 'PRINT', '""{clr}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""']","""{clr}""",skipgram,2000,slalom2,2,"""{clr}""",SL
"[':', 'NEXT', 'PRINT', '_', ';', 'PRINT', '""{down}{down}{down}{down}das spiel ist aus""', ':']","""{home}{down}{down}""",skipgram,2005,slalom2,2,"""{home}{down}{down}""",SL
"[';', '""{rvs_on}{up}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-+}""', 'PRINT', '_', 'PRINT', '"" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} ""', 'af', '=']","""l = load daten""",skipgram,2010,slalom2,2,"""l = load daten""",SL
"['PRINT', ':', 'PRINT', '_', 'PRINT', '"" {rvs_on}  {rvs_off}{SHIFT-POUND} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}  {rvs_off}{SHIFT-POUND} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} ""', 'af', '=']","""s = save daten""",skipgram,2020,slalom2,2,"""s = save daten""",SL
"['PRINT', ':', 'PRINT', '_', 'PRINT', '"" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} ""', 'IF', 'af']","""e = ewige bestenl.""",skipgram,2040,slalom2,2,"""e = ewige bestenl.""",SL
"['PRINT', ':', 'PRINT', '_', 'PRINT', '"" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND} {rvs_on}  {rvs_off}{SHIFT-POUND} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND}  {rvs_on} ""', 'IF', 'af']","""p = persoenl. bestenl.""",skipgram,2050,slalom2,2,"""p = persoenl. bestenl.""",SL
"['PRINT', '""speisekammer""', 'PRINT', '_', ':', 'PRINT', 'GOSUB', '2300']","""t = tagesbestenliste""",skipgram,2055,slalom2,2,"""t = tagesbestenliste""",SL
"['3', ')', 'PRINT', '_', ':', 'PRINT', 'PRINT', '""{down}{down}{down}by lutzian widuch 1982""']","""n = neues spiel""",skipgram,2060,slalom2,2,"""n = neues spiel""",SL
"['PRINT', '_', ':', 'PRINT', 'FOR', 'i']","""f = ende""",skipgram,2065,slalom2,2,"""f = ende""",SL
"['IF', 'a$', '=', '_', 'THEN', '3000', 'PRINT', '""abzuschiessen.""']","""s""",skipgram,2100,slalom2,2,"""s""",SL
"['IF', 'a$', '=', '_', 'THEN', '4000', 'PRINT', '""{down}{down}alles klar?""']","""l""",skipgram,2110,slalom2,2,"""l""",SL
"['IF', 'a$', '=', '_', 'THEN', 'ii', '=', '0']","""e""",skipgram,2130,slalom2,2,"""e""",SL
"['6000', ':', 'PRINT', '_', 'DATA', '""{right} {left}{left}  {left}{left} {right}{right}{down}{down} {up}{up} {up} {down}{down} {left}{down} {up}{up} {left} {right}{right} {down} {up}{up} @""', 'PRINT', 'LEFT$']","""{clr}""",skipgram,2130,slalom2,2,"""{clr}""",SL
"['IF', 'a$', '=', '_', 'THEN', 'ii', '=', '1']","""p""",skipgram,2140,slalom2,2,"""p""",SL
"['6000', ':', 'PRINT', '_', 'RETURN', 'PRINT', 'LEFT$', '(']","""{clr}""",skipgram,2140,slalom2,2,"""{clr}""",SL
"['IF', 'a$', '=', '_', 'THEN', '8000', 'PRINT', 'LEFT$']","""n""",skipgram,2150,slalom2,2,"""n""",SL
"['IF', 'a$', '=', '_', 'THEN', 'ii', '=', '2']","""t""",skipgram,2155,slalom2,2,"""t""",SL
"['6000', ':', 'PRINT', '_']","""{clr}""",skipgram,2155,slalom2,2,"""{clr}""",SL
"['IF', 'a$', '=', '_', 'THEN', 'END', 'PRINT', 'LEFT$']","""f""",skipgram,2160,slalom2,2,"""f""",SL
"[',', '1', ',', '_', 'FOR', 'x', '=', '0']","""tab.""",skipgram,3000,slalom2,2,"""tab.""",SL
"['i', ')', '=', '_', 'THEN', 'nl$', '(', 'i']","""""",skipgram,3012,slalom2,2,"""""",SL
"['i', ')', '=', '_']",""".""",skipgram,3012,slalom2,2,""".""",SL
"[',', '0', ',', '_', 'GET', 'a$', ':', 'IF']","""tab.""",skipgram,4000,slalom2,2,"""tab.""",SL
"['i', ')', '=', '_', 'THEN', 'nl$', '(', 'i']",""".""",skipgram,4012,slalom2,2,""".""",SL
"['i', ')', '=', '_']","""""",skipgram,4012,slalom2,2,"""""",SL
"['THEN', 'RETURN', 'PRINT', '_', ':', 'll', '=', 'LEN']","""{black}""",skipgram,6000,slalom2,2,"""{black}""",SL
"[':', 'RETURN', 'PRINT', '_', ';', 'LEFT$', '(', 'nl$']",""".""",skipgram,6050,slalom2,2,""".""",SL
"[':', 'NEXT', 'PRINT', '_', 'FOR', 'z', '=', '1']","""{clr}{down}wer spielt ?""",skipgram,8000,slalom2,2,"""{clr}{down}wer spielt ?""",SL
"['GOSUB', '1000', 'PRINT', '_', 'i', ';', '""{left}. ""', ';']","""{home}{down}{down}{down}""",skipgram,8010,slalom2,2,"""{home}{down}{down}{down}""",SL
"['""{home}{down}{down}{down}""', 'i', ';', '_', ';', 'nl$', '(', 'i']","""{left}. """,skipgram,8010,slalom2,2,"""{left}. """,SL
"['i', ')', ';', '_', 'zs', '=', 'INT', '(']","""          """,skipgram,8010,slalom2,2,"""          """,SL
"['IF', 'a$', '=', '_', 'THEN', '8015', 'PRINT', '""         {rvs_on} {rvs_off}de{rvs_on}{CBM-G}""']","""""",skipgram,8015,slalom2,2,"""""",SL
"['IF', 'a$', '=', '_', 'THEN', 'i', '=', 'i']","""+""",skipgram,8017,slalom2,2,"""+""",SL
"['IF', 'a$', '=', '_', 'THEN', 'i', '=', 'i']","""-""",skipgram,8020,slalom2,2,"""-""",SL
"['i', ')', '=', '_', 'OR', 'i', '=', '60']","""""",skipgram,8022,slalom2,2,"""""",SL
"[')', 'THEN', 'INPUT', '_', ';', 'nl$', '(', 'i']","""name""",skipgram,8022,slalom2,2,"""name""",SL
"['IF', 'a$', '=', '_', 'THEN', '50', 'POKE', '55']","""""",skipgram,50,robot-8k,3,"""""",SL
"['0', ':', 'PRINT', '_', 'PRINT', '""{right}sie mit den cursor-""', ':', 'PRINT']","""{clr}""",skipgram,55,robot-8k,3,"""{clr}""",SL
"['IF', 'a$', '=', '_', 'THEN', '600', 'DATA', '48']","""_""",skipgram,148,robot-8k,3,"""_""",SL
"['IF', 'a$', '<>', '_', 'THEN', '150', 'POKE', '14916']","""""",skipgram,150,robot-8k,3,"""""",SL
"['IF', 'a$', '=', '_', 'THEN', 'd1', '(', 'l']",""" """,skipgram,180,robot-8k,3,""" """,SL
"['""{clr}{rvs_on}{blue}{CBM-A}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-R}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-R}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-R}{SHIFT-*}{SHIFT-*}{SHIFT-*}{SHIFT-*}{CBM-S}""', ';', 'PRINT', '_', ':', 'PRINT', '""{home}r=""', ';']","""{home}                     """,skipgram,580,robot-8k,3,"""{home}                     """,SL
"['""{home}                     ""', ':', 'PRINT', '_', ';', 'm1', ';', '""s=""']","""{home}r=""",skipgram,580,robot-8k,3,"""{home}r=""",SL
"[';', 'm1', ';', '_', ';', 'm2', ';', '""p=""']","""s=""",skipgram,580,robot-8k,3,"""s=""",SL
"[';', 'm2', ';', '_', ';', 'pz', ':', 'NEXT']","""p=""",skipgram,580,robot-8k,3,"""p=""",SL
"['PRINT', '_', ':', 'PRINT', '""{home}r=""', ';']","""{clr}                     """,skipgram,585,robot-8k,3,"""{clr}                     """,SL
"['""{clr}                     ""', ':', 'PRINT', '_', ';', 'm1', ';', '""s=""']","""{home}r=""",skipgram,585,robot-8k,3,"""{home}r=""",SL
"[';', 'm1', ';', '_', ';', 'm2', ';', '""p=""']","""s=""",skipgram,585,robot-8k,3,"""s=""",SL
"[';', 'm2', ';', '_', ';', 'pz', 'b', '=']","""p=""",skipgram,585,robot-8k,3,"""p=""",SL
"['=', '0', 'PRINT', '_', ';', 'pz', 'bb', '=']","""{clr}ergebnis :""",skipgram,640,robot-8k,3,"""{clr}ergebnis :""",SL
"['NEXT', 'PRINT', '_', ';', 'hs', 'NEXT', ':']","""highscore:""",skipgram,660,robot-8k,3,"""highscore:""",SL
"['""{rvs_on}{SHIFT--}{rvs_off}      {SHIFT--}   {SHIFT--}    {SHIFT--}    {rvs_on}{SHIFT--}""', ';', 'PRINT', '_', 'IF', 'dd', '<=', 'em']","""{down}{down}{down}neues spiel: leertaste""",skipgram,670,robot-8k,3,"""{down}{down}{down}neues spiel: leertaste""",SL
"['PRINT', '""{clr}""', 'PRINT', '_', 'PRINT', '""{clr}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}""', 'PRINT', '""{clr}""']","""{clr}{down} {rvs_on}  {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}  {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}   """,skipgram,2000,robot-8k,3,"""{clr}{down} {rvs_on}  {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}  {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}   """,SL
"['PRINT', '""l = load daten""', 'PRINT', '_', 'af', '=', '4162', 'n']",""" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,skipgram,2010,robot-8k,3,""" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,SL
"['PRINT', '""s = save daten""', 'PRINT', '_', 'af', '=', 'af', '+']",""" {rvs_on}  {rvs_off}{SHIFT-POUND} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}  {rvs_off}{SHIFT-POUND} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,skipgram,2020,robot-8k,3,""" {rvs_on}  {rvs_off}{SHIFT-POUND} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}  {rvs_off}{SHIFT-POUND} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,SL
"['3', ')', 'PRINT', '_', 'IF', 'af', '<', '4165']",""" {rvs_on} {rvs_off} {rvs_on}{CBM-*}{rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}{CBM-*}{rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,skipgram,2030,robot-8k,3,""" {rvs_on} {rvs_off} {rvs_on}{CBM-*}{rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on}{CBM-*}{rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,SL
"['PRINT', '""e = ewige bestenl.""', 'PRINT', '_', 'IF', 'af', '>', '4169']",""" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,skipgram,2040,robot-8k,3,""" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}  {rvs_on} """,SL
"['PRINT', '""p = persoenl. bestenl.""', 'PRINT', '_', 'IF', 'af', '>', '4179']",""" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND} {rvs_on}  {rvs_off}{SHIFT-POUND} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND}  {rvs_on} """,skipgram,2050,robot-8k,3,""" {rvs_on} {rvs_off} {rvs_on} {rvs_off} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND} {rvs_on}  {rvs_off}{SHIFT-POUND} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND}  {rvs_on} """,SL
"[':', 'PRINT', 'PRINT', '_', 'FOR', 'xx', '=', 'af']","""{down}{down}{down}by lutzian widuch 1982""",skipgram,2060,robot-8k,3,"""{down}{down}{down}by lutzian widuch 1982""",SL
"['RUN', 'PRINT', '_', 'POKE', 'xx', ',', '81']","""{clr}sie muessen versuchen""",skipgram,2070,robot-8k,3,"""{clr}sie muessen versuchen""",SL
"['PRINT', '_', 'FOR', 'ii', '=', '1']","""mit moeglichst wenig""",skipgram,2080,robot-8k,3,"""mit moeglichst wenig""",SL
"['PRINT', '_', 'GOSUB', '3000', 'POKE', '7680']","""schuessen den roboter""",skipgram,2090,robot-8k,3,"""schuessen den roboter""",SL
"['THEN', '3000', 'PRINT', '_', 'DATA', '"" {down}{down} {up}{left}{left} {right}{right} {left}{up}{up} {down}{down} {up}{up}{right}{right} {left}{left} {down}{down}{down} {up}{up} {up} {down}{down} {right} {left}{left} {right}{down}{down}{down} {up}{up}""', 'ON', 'af']","""abzuschiessen.""",skipgram,2100,robot-8k,3,"""abzuschiessen.""",SL
"['PRINT', ' ', '_']","""zum schiessen muessen""",skipgram,2102,robot-8k,3,"""zum schiessen muessen""",SL
"['PRINT', ' ', '_']","""sie die leertaste""",skipgram,2103,robot-8k,3,"""sie die leertaste""",SL
"['PRINT', ' ', '_']","""druecken.""",skipgram,2104,robot-8k,3,"""druecken.""",SL
"['THEN', '4000', 'PRINT', '_', 'DATA', '"" {up}{left}{left} {right}{right}  {down}{down} {up}{left}{left} {right}{right}  {down}{down} {up}{left}{left} {right}{right} {up}{up}{right}{right}{right} {left}{left} {right}{down}{down} {up}{up} {down}{down}{right}{right}""', 'PRINT', '""{clr}{yellow}""']","""{down}{down}alles klar?""",skipgram,2110,robot-8k,3,"""{down}{down}alles klar?""",SL
"[',', '10000', 'PRINT', '_', 'DATA', '"" {left}{left} {up}{up}{left} {right}{right} {right} {left}{left} {up} {down}{down} {down} {up}{up} {down}{right}{right} {left}{left} {up} {down}{down} {left} {right}{right} {left}{down}{down} {up}{up} ""', 'POKE', 'p%']","""druecke leertaste""",skipgram,2120,robot-8k,3,"""druecke leertaste""",SL
"['NEXT', ':', 'REM', '_', 'DATA', 'brk', ',', 'ora']", boden im chr-ram,skipgram,100,inv-game,12, boden im chr-ram,SC
"['0', ':', 'REM', '_', 'DATA', 'bvc', ',', 'eor']", neuer boden,skipgram,110,inv-game,12, neuer boden,SC
"['2', ':', 'REM', '_', 'DATA', 'ldy', ',', 'lda']",himmelblinkgeschwindigkeit,skipgram,120,inv-game,12,himmelblinkgeschwindigkeit,SC
"['3', ':', 'REM', '_', 'DATA', 'beq', ',', 'sbc']", bodenblinkgeschwindigkeit,skipgram,130,inv-game,12, bodenblinkgeschwindigkeit,SC
"['15', ':', 'REM', '_', 'PRINT', '""{left}**""', ':', 'PRINT']",bodenblinkanzahl,skipgram,140,inv-game,12,bodenblinkanzahl,SC
"['4', ':', 'REM', '_', 'x', '=', '7866', ':']", himmelblinkanzahl,skipgram,150,inv-game,12, himmelblinkanzahl,SC
"['2', ':', 'REM', '_', 'DATA', '2', ',', '2']", invadergeschwindigkeit,skipgram,210,inv-game,12, invadergeschwindigkeit,SC
"['66', ':', 'REM', '_', 'GOSUB', '1000', ':', 'i']", blaue farbe,skipgram,220,inv-game,12, blaue farbe,SC
"['5', ':', 'REM', '_', 'GOTO', '200', 'IF', 'q$']", invaderblinkkanzahl,skipgram,230,inv-game,12, invaderblinkkanzahl,SC
"['NEXT', 'j', 'PRINT', '_', 'RIGHT$', '(', 'STR$', '(']","""{clr}{green}highscore: """,skipgram,300,inv-game,12,"""{clr}{green}highscore: """,SL
"['-', '1', 'PRINT', '_', 'DATA', '9', ',', '11']","""    score: 000000""",skipgram,310,inv-game,12,"""    score: 000000""",SL
"['NEXT', 'i', 'PRINT', '_', ';', ':', 'POKE', '4601']","""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{green}@@@@@@@@@@@@@@@@@@@@@""",skipgram,320,inv-game,12,"""{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{green}@@@@@@@@@@@@@@@@@@@@@""",SL
"['1', ':', 'REM', '_', 'DATA', '9', ',', '11']", anzahl basen,skipgram,330,inv-game,12, anzahl basen,SC
"['15339', ':', 'REM', '_', 'NEXT', ':', 'PRINT', ':']", invader-move,skipgram,350,inv-game,12, invader-move,SC
"['15239', ':', 'REM', '_', 'FOR', 'i', '=', '1']", ufo,skipgram,360,inv-game,12, ufo,SC
"['15103', ':', 'REM', '_', 'GET', 'a$', ':', 'IF']", tastaturabfrage,skipgram,370,inv-game,12, tastaturabfrage,SC
"['14853', ':', 'REM', '_', 'PRINT', 'a$', ';', ':']", spielerschuss weiterbewegen,skipgram,380,inv-game,12, spielerschuss weiterbewegen,SC
"['15740', ':', 'REM', '_', 'FOR', 'i', '=', '1']", himmelblinken,skipgram,390,inv-game,12, himmelblinken,SC
"['15794', ':', 'REM', '_', 'DATA', ',', ',', ',']", bodenblinken,skipgram,400,inv-game,12, bodenblinken,SC
"['15848', ':', 'REM', '_', 'PRINT', 'a$', ';', ':']", invaderblinken,skipgram,410,inv-game,12, invaderblinken,SC
"['14526', ':', 'REM', '_', 't', '=', 't', '+']", invaderschuss initialisieren und weiterbewegen,skipgram,420,inv-game,12, invaderschuss initialisieren und weiterbewegen,SC
"['15669', ':', 'REM', '_', 'IF', 'tt', '=', '1']", basisblinken,skipgram,430,inv-game,12, basisblinken,SC
"['GOTO', '585', 'PRINT', '_', 'me', '=', 'tm', '-']","""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{purple}{rvs_on}{right}{right}lmn{right}{right}opq{right}{right}rst{right}{right}uvw""",skipgram,570,inv-game,12,"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{purple}{rvs_on}{right}{right}lmn{right}{right}opq{right}{right}rst{right}{right}uvw""",SL
"['NEXT', 'm2', 'PRINT', '_', 'CHR$', '(', '34', ')']","""{right}{right}{rvs_on}""",skipgram,580,inv-game,12,"""{right}{right}{rvs_on}""",SL
"['0', ':', 'PRINT', '_', 'od', '=', 'INT', '(']","""#${rvs_off}  {rvs_on}%&'{rvs_off}  {rvs_on}()*{rvs_off}  {rvs_on}+,-",skipgram,580,inv-game,12,"""#${rvs_off}  {rvs_on}%&'{rvs_off}  {rvs_on}()*{rvs_off}  {rvs_on}+,-",SL
"['25', ':', 'PRINT', '_', ';', 'd', '=', 'PEEK']","""{clr}""",skipgram,10,disassembler,8,"""{clr}""",SL
"[',', '$', ',', '_', ',', '$', ',', '"",y""']",""",x""",skipgram,400,disassembler,8,""",x""",SL
"[',', '$', ',', '_', ',', '$', ',', '"",x""']",""",y""",skipgram,400,disassembler,8,""",y""",SL
"[',', '$', ',', '_', ',', '$', ',', '"",y""']",""",x""",skipgram,400,disassembler,8,""",x""",SL
"[',', '$', ',', '_', ',', '$', ',', ',']",""",y""",skipgram,400,disassembler,8,""",y""",SL
"['(', '$', ',', '_', ',', '(', '$', ',']",""",x)""",skipgram,400,disassembler,8,""",x)""",SL
"['(', '$', ',', '_', ',', '(', '$', ',']","""),y""",skipgram,400,disassembler,8,"""),y""",SL
"[',', '255', 'INPUT', '_', ';', 'a$', ':', 'IF']","""{black}""",skipgram,600,disassembler,8,"""{black}""",SL
"['IF', 'a$', '=', '_', 'THEN', 'CLR', ':', 'LOAD']","""e""",skipgram,600,disassembler,8,"""e""",SL
"['CLR', ':', 'LOAD', '_', ',', '8', 'GOSUB', '2000']","""editor""",skipgram,600,disassembler,8,"""editor""",SL
"['IF', 'a$', '=', '_', 'THEN', '1000', 'a', '=']","""l""",skipgram,605,disassembler,8,"""l""",SL
"['1', ')', '=', '_', 'THEN', 'GOSUB', '800', ':']","""l""",skipgram,610,disassembler,8,"""l""",SL
"['1', ')', '=', '_', 'THEN', '810', 'PRINT', '""{clr}ausgabe auf dem       {down}{rvs_on}b{rvs_off}ildschirm oder dem   {down}{rvs_on}d{rvs_off}rucker ?""']","""$""",skipgram,800,disassembler,8,"""$""",SL
"['pc', ':', 'PRINT', '_', ';', ':', 'GOSUB', '900']","""{cyan}""",skipgram,1000,disassembler,8,"""{cyan}""",SL
"['900', ':', 'PRINT', '_', ':', 'p1', '=', 'PEEK']","""-{red}""",skipgram,1000,disassembler,8,"""-{red}""",SL
"['950', ':', 'PRINT', '_', ';', 'TAB(', '10', ')']","""{green}""",skipgram,1100,disassembler,8,"""{green}""",SL
"['950', ':', 'PRINT', '_', ';', ':', 'p2', '=']",""" """,skipgram,1200,disassembler,8,""" """,SL
"['PRINT', '_', ';', 'TAB(', '10', ')']","""{green}""",skipgram,1205,disassembler,8,"""{green}""",SL
"[',', '6', 'PRINT', '_', ';', 'f1', '$', '(']",""" """,skipgram,1220,disassembler,8,""" """,SL
"['950', ':', 'PRINT', '_', ';', ':', 'p2', '=']",""" """,skipgram,1300,disassembler,8,""" """,SL
"['950', ':', 'PRINT', '_', ';', 'PRINT', 'CHR$', '(']",""" """,skipgram,1300,disassembler,8,""" """,SL
"['950', ':', 'PRINT', '_', ';', 'TAB(', '10', ')']","""{green}""",skipgram,1310,disassembler,8,"""{green}""",SL
"['PRINT', '_', ';', 'f1', '$', '(']",""" """,skipgram,1320,disassembler,8,""" """,SL
"[':', 'SYS', '57809', '_', ',', 'd', ',', '1']","""inv-mc""",skipgram,10,invaders-8k,9,"""inv-mc""",SL
"['GOSUB', '2000', 'PRINT', '_', 'IF', 'y', '=', '32']","""{clr}pO43,1:pO44,28:pO7168,0""",skipgram,20,invaders-8k,9,"""{clr}pO43,1:pO44,28:pO7168,0""",SL
"['=', 's1', 'PRINT', '_', 'CHR$', '(', '34', ')']","""{down}{down}load""",skipgram,30,invaders-8k,9,"""{down}{down}load""",SL
"['(', '34', ')', '_', 'CHR$', '(', '34', ')']","""inv-gfx""",skipgram,30,invaders-8k,9,"""inv-gfx""",SL
"['(', '34', ')', '_', 'd', 'POKE', 'tc', ',']",""",""",skipgram,30,invaders-8k,9,""",""",SL
"[',', '55', 'PRINT', '_', ':', 'PRINT', '""{down}{down}{right}zum setzen fahren""', 'IF']","""{clr}{down}{right}das einsiedlerspiel""",skipgram,50,einsiedler,16,"""{clr}{down}{right}das einsiedlerspiel""",SL
"['""{clr}{down}{right}das einsiedlerspiel""', ':', 'PRINT', '_', 'IF', 'tc', '=', 'bc']","""{down}{down}{right}zum setzen fahren""",skipgram,50,einsiedler,16,"""{down}{down}{right}zum setzen fahren""",SL
